cave-name-ascii,min-altitude,max-altitude,length-nr,vertical-extent-nr,number-of-entrances-nr,record-id
Leiterkopfhohle,,,,,,DE-4d7c6e2702ca988cc9fc851412d0d292
Hocheggerhohle,,,253,89,,DE-1331/162
Enttauschungsloch,2104,2104,,,,DE-1335/195
Wildpalfensystem,1982,2104,,,,DE-d981ac4b17b6bf099bb8185e20f7b806
Teeologenschacht,,,,,,DE-be560265612cc3b46334a4f0229562f5
Rutschbahn,,,,,,DE-f33dac72b65a7adcedd00b1bf9c5e4a6
Regenhohle,,,,,,DE-581ca8a902bb4268acceb6de53243834
Tabellenfuhrer,,,,295,,DE-1336/187
Chionotrypa cave,2080,2080,,111,,GR-5be9810dc220173462371154c2ffd72c
Chionotrypa cave,2560,2560,,26,,GR-0aeac96fac27f61a7ce1c5c24a391760
Chionotrypa cave,1862,1862,,166,,GR-e14a1b2ec15f4abf333e0714f1c36637
Chionotrypa cave,1710,1710,,46,,GR-S3
Provatina cave,,,,407,,GR-0452d5288b682490ce9759c7ec7d95ec
Skud cave,,,,46,,GR-63f2aa7e794da546a2e71e5bcefbed75
Apa-tripa,1215,1215,,59,,GR-c0fb81ba474cacd1fdfa0a065ecb647b
Korfi Pothole,1635,1635,,15,,GR-7ff8d4fdc4ec695d374db13746ce01da
U-Shaped-Cave,530,533,95,,,GL-439dbc7e89f2e33036a5d1fe1a45d4d5
Main Sampling Cave,520,520,11,,,GL-76965e98fea8751ac35ab4339467dfa3
Grotte des Quatre,420,420,74,,4,GL-77a18cf92fe554618e91972d8104ef56
Cairn Climb Cave,540,540,19,,,GL-d331018b000aafafdb99b06fde9e89d4
Crystal Palace Cave,604,604,48,,,GL-543c469522433c5eb6b09a4195a61e7e
Lemming Cave,526,526,54,,,GL-f78e93a3578859f603206486524083ad
Crystal Kingdom Cave,825,825,87,,,GL-a499974e2b82cb136b77dae104cd06fd
Cove Cave,660,660,103,,,GL-5408969dcbc6bfb6e6a8852e50ab960e
Swirly Cave,554,554,96,,,GL-1206312da12984805334f9c8a3de08b7
Sarkanytorok Cave,,,52,,,HU-c77c0f76964eb363bb6d5071e537ed62
Voragine di Oltre M 40 Presso l'Ometto del Bregai,2090,2090,2059,515,,IT-LOLC-1586
Abisso di val Laghetto,1823,1823,143,126,,IT-LOLC-1600
Aibsso Nel Bregai Medio,1930,1930,273,85,,IT-LOLC-1640
Abisso Delle Spade,2047,2047,2663,841,,IT-LOLC-1648
Abusso sul Margine dell'Alto Bregai,2030,2030,721,189,,IT-LOLC-1650
Grotta delle Condotte Freatiche,2125,2125,488,52,,IT-LOLC-1739
Abisso dei Marons Glaces,2075,2075,1297,557,,IT-LOLC-1809
Grotta del Pifferaio,2140,2140,305,104,,IT-LOLC-1842
Infermi nel Ghiaccio,2065,2065,188,108,,IT-LOLC-1887
Inferno di Ghiaccio,2120,2120,162,95,,IT-LOLC-1904
Holiday on Ice,2144,2144,70,48,,IT-LOLC-1916
Grotta di Cristallo,2780,2780,39,20,,IT-LOSO-3056
Cioccherloch,2274,2274,250,,1,IT-F22
Leupa ice cave,2300,2300,,,,IT-9c2eb5b1f5f39083b07ab40f8925f0ee
Vasto ice cave,2200,2200,,,,IT-08eadc59b6060b7e7729f4a83561cbd2
Ice Cave,1945,1945,2057,451,,ME-03110
03061,2034,2034,572,207,,ME-03061
T5,2069,2069,560,176,,ME-1fb4f1536b830affc53562712fb8194f
03061-T5 Cave system,,,,,,ME-03067
Mining Cave,2019,2019,2083,585,,ME-03313
Ice Giant Cave,2099,2099,90,23,,ME-03114
Aladdin's Cave,1960,1960,156,16,,ME-03149
Bolt from the Blue Cave,1930,1930,307,45,,ME-03146
Ice Dragon Cave,1881,1881,396,183,,ME-03003
Solunska Glava 5,2240,2240,400,370,,MK-74b8c3581949b841a7ab0fa83d92cb91
Lednik (Ledenik),2135,2135,240,240,,MK-5ad95bec9af129ae2ba98dbf95ca6234
Slovacka Jama,2241,2241,2620,610,,MK-540228d599e73a6f440a505eaa69e6ba
Solunska Jama,2340,2340,398,274,,MK-45f699856fbfd7b4cd8bea6447ddb82b
K12,2240,2240,60,60,,MK-34961802b11732f1a3b081a15d427b0b
Ledomorna (Ladomorna),2153,2153,27,27,,MK-d2c6de4d38e9691a5ff20825f33d202c
Snezna Jama,2160,2160,50,50,,MK-78bd15f03cba6b4f472fbaefa86ce92c
Mirska Voda 1,2107,2107,59,51,,MK-2fe5f7ce1c6f5de462e2852a6b51c1e0
Milenkov Kamen 2,2107,2107,48,47,,MK-352c1fdc311210caefefadc00c3d9501
Milenkov Kamen 3,2071,2071,64,53,,MK-dcec3481733af2ee46a5d7955982fb2e
Snezana (Snehulienka),2164,2164,194,58,,MK-68d6a59b34c2e7da97470af103a13eda
Ovca Propast (Ovcia Priepast),2293,2293,47,41,,MK-c6486fa8fa2ba7c0f260b7211aeb51b2
Sonceva Propast (Slnecny Golem),2325,2325,45,15,,MK-64beef8c4e4ef34b127de7f23cb7b08a
Tecko,2189,2189,18,14,,MK-304bf974e05aca37e60f0d54d920e881
Alena (Igelity),2131,2131,114,17,,MK-4262566e479068ea0ed5c7358c5ecab8
Ledena Pestera,991,991,,,,MK-8ddef34ed16f7e03e09745f6f0e0728d
SLO-K1,1900,2100,89,59,,MK-eff359ed78ceeef55737daf4ac847fd4
SLO-K4,,,73,53,,MK-cb35f1b48a0ec5f5ab0a02094b1a6ff5
SLO-K6,,,44,38,,MK-3cce234d462f36512cb790b67cc99e84
SLO-K7,,,37,37,,MK-de0f6c5ca1896b2d37bfbb50aba37010
SLO-K8,,,41,37,,MK-8ed8eaef71a0e4cc5f441c4b81c5f76e
SLO-K9,,,71,32,,MK-2921541672c4edca5575c61862772f10
SLO-K10,,,15,15,,MK-bc5f02be265152a956415588b527652c
SLO-K11-12,,,99,53,,MK-723abebf083a70f21a1b3af92aa93634
SLO-K13,,,28,24,,MK-f39a7abd300ad0ad1ec7602778e0f56a
Svarthammarhola,245,295,,,2,NO-76d38f590bf862e6bed7238b808d35fa
Greftkjelen,350,350,11000,350,,NO-1051e7774037b1ed122fb32690fe59e1
Saltholene,643,643,2000,186,,NO-fc78b8970d036e127a581c2db9172407
Raggejavre-Raige,80,80,1915,580,2,NO-635baefa31847f914df659dbe0285cf3
Isgrotta,225,225,,,,NO-06b799b14c021a8134aa5e0e571db066
Jaskinia Dmuchawa,1300,1300,130,18,,PL-c336ba0317afee5f54d26f5b7350e7e7
Dudowa Studnia,1488,1488,80,35,,PL-2e8c7b69417cdf09142c6800c9ad9ac8
Jaskinia Lodowa nad Kufa,1670,1670,20,4,,PL-2d61c74ac331b8e20fa00103d28a62f5
Lejowa Szczelina,1730,1730,8,4,,PL-263a55002c53d459cd4d50287442ec5e
Szczelina ze Sniegiem,1745,1745,24,8,,PL-ed7cfd1128726116ba4579659c2d3546
Tylkowa Szczelina,1750,1750,98,25,,PL-83a5e8a6775ba8962526280da38ee7eb
Suchy Biwak,1695,1695,70,18,,PL-da9cd6385b3805df379002af6a18be44
Jaskinia Bandzioch Kominiarski,1456,1456,9550,562,,PL-1e371a86e8f3d7002a27057aa679cda9
Sniezna Szczelina,1613,1613,6,0,,PL-2602dcb7167ef49b8cebc5b1e6537127
Szczelina pod Lodowa,1591,1591,6,2,,PL-5035200ae0f34b149a1d6f10455d617c
Jaskinia Lodowa Krakowska,1570,1570,30,6,,PL-814f342c748e8d64748656a24e682a13
Jaskinia Lodowa w Ciemniaku,1695,1695,390,42,,PL-2c1e473ae9ac0220836d053275fdec60
Szczelina w Tomanowym Grzbiecie III,1788,1788,8,3,,PL-01ab7ea101e6e51e094a1145ab8c2678
Szczelina w Tomanowym Grzbiecie I,1777,1777,20,5,,PL-cdf0305e87f80c1cdd9fb557867990d8
Studnia w Dziurawem,1543,1543,30,30,,PL-430499e0f00234aa226bd30a4ef1947f
Jaskinia Lodowa w Twardych Spadach,1480,1480,152,40,,PL-c4772283296e82140108a92aeac5b48f
Studnia za Murem,1555,1555,122,43,,PL-b4451bcf36aa0e6e1c384a540f8fa04a
Szczelina w Ciemniaku,2047,2047,27,19,,PL-884313e2cfc19c0e820288d516ce50f8
Studnia w Kazalnicy,1545,1545,830,235,,PL-bcb0fa0a5693aa7b409e02bcdcce8034
Jaskinia Lodowa Mietusia,1590,1590,85,25,,PL-e4a143595c8b60a617b2bf853627e78f
Jaskinia Lodowa Mulowa,1680,1680,400,69,,PL-830a5c95f1b7984741aab2a753773f58
Sniezny Aven,1595,1595,10,7,,PL-cf1428c9948ea390209c8b35c70cd2b3
Jaskinia Lodowa Ponorowa,1780,1780,8,5,,PL-bae58e0b7268263301b383bacad0d104
Jaskinia Lodowa Litworowa,1576,1576,460,150,,PL-c5fab5b16722850e3d3f1504235935d6
Dziurka w Trawce,1763,1763,179,28,,PL-b9cec320f689c6b1ff09449e50992bf9
Jaskinia za Ratuszem Sniezna,1720,1720,11,3,,PL-a7fa726c86184a39ee9dded793ce20b3
Szara Studnia,1750,1750,125,50,,PL-c23cc00d5e7b0ac4a8d9bf7a8896f786
Aven z Korkiem Snieznym,1644,1644,12,10,,PL-f26f43a479332f730f193844c76408cf
Jaskinia Strzelista,1701,1701,83,18,,PL-72fbf560cf846eb1ce81e828ffe0efba
Ukryta Dziura,1812,1812,32,8,,PL-d21ee0a65aa169efdf08934c9025763e
Sredni Lej,1880,1880,30,16,,PL-d088835277a8ce751145dc1718dac2ac
Sniezna Studnia,1756,1756,12700,763,,PL-c11da61888d7d6206345a685e3b871bf
Swistowa Studnia,1670,1670,28,16,,PL-b77107dcb36be22475b8621c6cb7d4db
Dolny Lej,1763,1763,6,6,,PL-070258065cec0ec57c721f1121b6d109
Blizniacza Studnia,1795,1795,80,45,,PL-5b6a1ee702bd370efcc8363b024cbaca
Jaskinia Sniezna,1700,1700,14954,622,,PL-525fd123882c2891a40f3bf1ec11eb34
Jaskinia Wielka Sniezna,,,23723,824,,PL-a58dae9905316a9ad16ff980d78ccf71
Zaspalkowa Szczelina,1743,1743,10,5,,PL-ffa77063fa046b76539eb5ddd64f130f
Dziura przy Lodowej Malolackiej I,1641,1641,6,4,,PL-baabde1f8f99c10b8fec4ba935f8f423
Jaskinia Lodowa Malolacka,1634,1634,360,53,,PL-850307058819501fb5cae1e8b0fe3ae6
Mnichowa Studnia,1640,1640,50,22,,PL-3ecad33ad3b1180a61eb19a9fdf5b663
Chuda Mnichowa Studnia,1649,1649,35,18,,PL-fc21da3839d544bc7f2acac6b188775e
Koprowa Studnia,1808,1808,90,47,,PL-978478c605969032723776fae2a8032c
Ghetarul din Poiana Vartop,,,,,,RO-202c9fbfb5415b55efa2dfa116fceabc
Bortig Ice Cave,1236,1236,,,,RO-79a7165b20b53c88ee71ccbfa688111d
Focul Viu Ice Cave,1165,1165,107,30,,RO-69f2863d281502aa3bdd44b60c7c5090
Scarisoara Ice Cave,1150,1150,700,,,RO-28b7e1c6b65b8f1df632124886c44414
Tisova Jama,920,920,331,235,,RS-f9c7101227e00b2d27d5f82a3e3be3b5
Provalija,1649,1649,58,58,,RS-b058f1db33b83a9ba54284f140751438
Mijajlova Jama,710,710,297,167,,RS-f034fe2b856d21a38ab5a3e4655e6730
Dubasnica,905,905,,276,,RS-1450037e1e5b3696d1ae445171713e9c
Zla Ledenica,900,900,150,37,,RS-bda08ff9cf1b1a4d47d070fc34a33c99
Stojkova Ledenica,865,865,150,47,,RS-86ab8632ea0f8b64e99dbcf2092182df
Rtanjska Ledenica,926,926,63,40,,RS-b1ea67cfa6dc33fe647ffd13553cf222
Ledena Pec,670,670,108,18,,RS-e13a632a123141b7024fa7180f540fc3
Dobra Ledenica,850,850,105,20,,RS-1b2590ef58f22bc25f3f2bb10d7b4df3
Ledenica u Maloj Brezovici,,,43,,,RS-0031ee55079d1f58bcbc0b1d4031bfb7
Ledenica u Velikoj Brezovici,,,,,,RS-fba631f97f5d85b134a0840bedd33721
Ledena Pecina,922,922,231,92,,RS-a99b9b832feeb91f01a7876c75d82db8
Gaura Din Sotaca,800,800,10,,,RS-aad362d2470835f3839590162da0be2b
Tupiznicka Ledenica,1060,1060,63,26,,RS-9712cf113881f9bb9cce27984bb9c275
Veliki Ledenik,1123,1123,51,25,,RS-1dc63d09f7eb5be98b8c3a0ced233d7a
Mali Ledenik,1145,1145,42,9,,RS-3f48d02051e60e4a7ba50bf8154c3b2f
Ledenik kod Sicermanske Livade,,,,,,RS-07cf20770df11153c37a0922a4234aa9
Ledenik,1120,1120,43,20,,RS-71ac892299f71a2054bd0558aa6a9f2b
Sneznica,,,,,,RS-79c2ade431b81c286b1ea4b90bfd0775
Ledenica u Zdrebici,1370,1370,,24,,RS-df97fbf474e3ca4b296bea24d4dafc7e
Krstasta Provalija,,,,,,RS-fe560001763fb4108ce7ae3f48908193
Lednica,1152,1152,,,,RS-742e8badc9369e41f1528613d8481d00
Ledenica,1518,1518,69,6,,RS-63940990bac7e21d60839668dc03a749
Spela Bores,1215,1215,43,23,,RS-d6761f62c54b934a3e0b79297ac52fd8
Bezdan u Mezgraji,1316,1316,,40,,RS-3abfc249a43e47b93848f3ead887af8c
Golubova Pecina,1346,1346,37,11,,RS-ae6ad1834c18e3804f001975d19ea518
Cueva de Hielo del Teide,3400,3400,55,14,1,ES-8153f04d5441e91d8af3854fba1a2423
Ice cave 2 Pico Viejo,,,,,,ES-f030f5ce3db1f97639ca7b7904c4c8cc
Cuevas Heladas de Villar,,,,,,ES-edcf53075b835ea6a166f7b8b4a7d39e
Sima de Hielo Montana Rajada,,,,,,ES-adeea1d09424bfa224fa7c7c704d6658
Grotte Casteret,2640,2640,500,80,3,ES-d845d988a86a38b8d63c3b1cfdedff50
Sarrios 1,,,,,,ES-1c9cf1665c630091da3e7c46059a5828
Sarrios 6,2780,2780,,,2,ES-86326f121821d570e68d639a23c20381
Casco 1-3,2750,2830,,,,ES-08ffe5776082c746472b9abe74b66899
Torre 1-3,2850,2860,,,,ES-2b5ac7fc83c02defba30dd916265ca0e
Cilindro,3020,3060,,,,ES-53c7fcbbb610348ef539fa77ca953452
Faja Luenga,2780,2780,,,,ES-7ce982fc1ea34aa675f8b81636360602
Brecha 1-3,2790,2790,,,,ES-74c8670a83b1361c9591d85258e2417c
La Roya 1-5,2715,2725,,,,ES-8a84bd8da09f87b9b6d9df1a5671282c
Cristales,,,,,,ES-5a4bf179b6c73f17a9e3ce20996aa03f
,,,,,,ES-CS-8
Avenc del gel (C8) Revilla,2460,2460,,,,ES-9849ca24db67eea5a18c6e12221b6aa2
,2360,2360,,,,ES-C33
Avenc Sala Gelada,2440,2440,,,,ES-C40
Cova Fresca,2320,2320,,,,ES-B13
,2140,2140,,,,ES-B17
(Avenc de la Neu),1900,1900,,,,ES-9346e5cc6f84be4dc888d923533ca66d
Sima del Hielo,1988,1988,,,,ES-AN62
Sima de Linza,,,,,,ES-91d0ea7dc02c796b46db2575e4d5dab5
N1,2075,2075,,,,ES-aa7393edd52c0a50daa509c2cf8b7a95
N2,2070,2070,,,,ES-6d69cb58296abde6855ad26b897dcaf0
,2076,2076,,,,ES-LO7-17
,2071,2071,,,,ES-LO7-3
,2077,2077,,,,ES-AN118
,2087,2087,,,,ES-AN230
,,,,,,ES-C213
Pena Forca Ice Cave,2300,2300,,,,ES-3b1a876a0f61c78eb52a520536d56d34
Lecherines Ice Cave,2080,2080,,,,ES-f4793f8ed63b0f2d16f2954a7ca7ab1d
Cueva del Hielo,2200,2200,,,,ES-ST2
Soaso Ice Cave,2259,2400,,316,,ES-8a004f7367246d35048e79f1f3297adc
Fenez Ice Cave,2390,2390,,,,ES-T3
,,,,,,ES-S-10
Grajera de Turbon,2208,2208,,,,ES-T1
,2473,2473,,,,ES-A31
,2238,2238,,40,2,ES-A294
,2170,2170,,,,ES-A69
,2191,2191,,,,ES-A152
,2338,2338,,,,ES-A405
,2456,2456,,,,ES-C27
,2440,2440,,,,ES-B94
Helada Brecha Brujas,2700,2700,,,,ES-4de5ceea95f832856f523f7d50852eed
Llastral B3,,,,,,ES-a50c09c21f95bb98e1779f6d1af8fb30
Alfa 31,2000,2000,,,,ES-527dfe8021355a604303213f44b434d3
Alfa 68,2000,2000,,,,ES-169baec182bea2314a80978f2642e094
K-9010,1945,1945,,,,ES-df7e3d9cb7b21a1878c883e2ed86978d
I32,,,,,,ES-03077e3d8b8eb243673720574e819521
K6,,,,,,ES-612aea6395010799578220e1223cfc26
I8 Vega Huerta,,,,,,ES-d30bbe0a9a89ac4204b13665bfc68981
A26,,,,,,ES-af671b7d75dfcc3e0bb64395bf028f3b
E18,1962,1962,,,,ES-88f1dfacbf240aff137853cb0ba421df
F7H,1940,1940,,,,ES-410a8c3e8727751e7e7c7fe5a63021a4
F38,1950,1950,,,,ES-926516987038d751296cf11e166bd441
F45,1990,1990,,,,ES-8a7bf233a24ff4f7f4a3c8755a4f36c0
5/4,,,,,,ES-eae0ee0318fc61357e02febf86c81fd8
La Jayada,1750,1750,,,,ES-4d1703700d886a7e5b26be0d05d16b84
7/9,,,,,,ES-ea75d62963388e76b44b0c252322fa14
5/9,1870,1870,,,,ES-8d4e2990681d9281984c4b8507b60f16
,,,,,,ES-C13
D2,1778,1778,,,,ES-1f758699d2f72308c57f85d12da5247e
Jorcada,,,,,,ES-f41f8911c1b38feb2101497948a8be21
13/9,,,,,,ES-b97b7e3308cae72050fd668d6bd41d14
G3,,,,,,ES-67a28e075a12bc83d4793744d9decd45
A1 Juriazu,,,,,,ES-a8461c4cd8dc1db8cc72b0d086922871
E20 La Jayada,1979,1979,,,,ES-d5c742cb5ca52b3f5634e8b46755ef2a
Asopladeru P36,1369,1369,,,,ES-46aaf30443306a12435d756f9cc70589
Pozu la Nieve,1311,1311,,,,ES-178425c9c48c15e36b9ae301a89adc75
F5,,,,,,ES-b1b3b9dc4cfd0006f5bc96bed99dd45c
F57 C. del Arco,,,,,,ES-f02b766c5488cf5158cf3009ae727098
F60,,,,,,ES-cc102489541545ee9ac23feb6b98e588
F80,,,,,,ES-907f440a4469c43e43bc1cc8500df5a4
F90,,,,,,ES-16866274375c31b39fc03a069a703650
E9,2000,2000,,,,ES-f7edeead0ee808017c9d05d29543cd67
E25,1980,1980,,,,ES-7c0565bcd6e38dafceaf5d2b73d7f4a4
E26,1980,1980,,,,ES-1173b3956fad87b4508c0a1d146f8e55
F6 Paso Doble,,,,,,ES-5aaa3db46bb2054be403707f09c90528
F2 Las Perdices,1866,1866,,,,ES-47bc754a68da8e3e9bc6f0b8af51e3c0
F20 L'Redondo,1937,1937,,,,ES-8c39fc5c27861cdc6e5048f38c8aeaaa
Torca 54,1580,1580,,,,ES-cc0d4921a7abe819c5a43a048bb90fdd
Veronica,2230,2230,,133,2,ES-A5
Altaiz,2190,2190,,,,ES-L-1
HS4,2350,2350,,260,,ES-29254f3e8a6e55eb31b873277074f841
Castil,2095,2095,,84,,ES-PC-11
ES9,2055,2055,,,,ES-b959dfd59fb164e67fc288461a807295
Tiro Llago,2300,2300,,,,ES-1210a81f6df00fb385bd4c2bdc82ca46
Abisu l'Xelu,1819,1819,,,,ES-df4064e179dd66b0607e8fe8e97a749b
P9,,,,,,ES-90968794dc2fa77f7c82b3a80125b799
H5,2321,2321,,,,ES-0e238a04d9c27be58bfb5e6402a70ad4
ES22,2087,2087,,,,ES-ba3c5969a3da994703b965feaf2253d8
ES20,2047,2047,,,,ES-3254c7222b2e39bab9d5e3b9580fa98d
ES21,2045,2045,,,,ES-38886803767399451ff389cab3f16850
P1,1955,1955,,,,ES-1e138fa94fc7586a1d4821099fddeaa9
N43,2143,2143,,,,ES-e243ebb7afeca29ee7d2ba76a482a6b9
N3,2040,2040,,,,ES-dada6f35d83f02d4e2b5b55482bb712d
CV13,2352,2352,,,,ES-940b36d919d258d97f934ca065cbf22c
CV22,2352,2352,,,,ES-d56b701c03a884c76dd08aec1cf821aa
CV5,2384,2384,,,,ES-a92ff744a79e1106bf0093c40574f9c8
M5,2310,2310,,,,ES-58ab0e86989714f5a15de13c3fbdfcd8
Torca Daniel,1440,1440,,,,ES-94a88e2940cf9751bcff3e998d65c849
T14,2345,2345,,,,ES-db1236d14b8ec8433bfb9f4c3bcf4f23
HR10,,,,,,ES-fc028d2d4101e65b8ba95502bbfbca61
V6,2211,2211,,,,ES-a43676a0e519b394cd4fcb52d5a78644
T1,2420,2420,,,,ES-38c70a939143630c686b5ea8e28409df
V40,2278,2278,,,,ES-58fdf476b31951ed95947d94f8cf40be
P5,2025,2025,,,,ES-e4f5d8d89736a57ab8a9a607322a8f61
CV11,2365,2365,,,,ES-e29ab37c1201ee15009003f3e33c9768
HR7,2354,2354,,,,ES-bd394a0333808fd4da50a8a75cd33d32
ES01,2032,2032,,,,ES-2737f284c539cdc4bcd69e39e59096b6
HS13,2291,2291,,,,ES-5a8fca27f5567db11d290928af3bc143
N24,2063,2063,,,,ES-7dd2e5520c04831c93d1c9fbb5faa4de
V35,2270,2270,,,,ES-3762944768a2e0715cbcb1b5d8b52fe4
P20,1981,1981,,,,ES-3190168f2b3ef79043ce6b6c06969277
CV27,,,,,,ES-96d0e7f18c35ae62b4e84556d407aac6
N12A,,,,,,ES-b97aa1a4001c204c070bbd8c90826857
V4,2140,2140,,,,ES-04dc3dce044ada5a42743b9a6f5f81c4
V15,2329,2329,,,,ES-837bbed899259d51d4a3fceac97e4f4c
JO17,2226,2226,,,,ES-5f9cd3b0fd216ceb44f37c140c962fac
N12,2088,2088,,,,ES-b254f3fb3d75ad00685627708899036a
PV2,2313,2313,,,,ES-de00b86f6e337134579a7df930238fde
P30,2081,2081,,,,ES-2f2d95f0bfba93ce93b910fcf7e7d887
TA22,2058,2058,,,,ES-2f47f9d1c4fc4900e2aeb9ace8aa5333
N19,2092,2092,,,,ES-68157a7bd03dc737b295f434372f01ef
TA20,2051,2051,,,,ES-dae22f84c9bf1a4cd09681c6967017fe
HR4,2313,2313,,,,ES-4b250dc33adb81e1b6460512b4896067
TA5,2094,2094,,,,ES-2ddfc5025f16ef748b2746cf28113ae7
JO38,2169,2169,,,,ES-1b4b07b2eb460688818ff34be112356a
P13,1955,1955,,,,ES-cbf1937753fb8e2115b4ffa6c771e167
JO26,2168,2168,,,,ES-8f6747e9fbddcfd9690f40f5859f7fb2
T12,2338,2338,,,,ES-0e0de4881b8deba388b98c3886312dd7
JO37,2178,2178,,,,ES-7a5f58d263cf3a4784f0da99496ff471
T13,2338,2338,,,,ES-889533fba623e7051fffdf3a4116e4c4
V36,2288,2288,,,,ES-710a508338ff564e11cb1f119aa4c710
PV4,2241,2241,,,,ES-af6064a8dd702eeb9dfc060cce6ff48a
TA9,1989,1989,,,,ES-a980c3d952fb2cbeec5656a90892d6db
ES13,2003,2003,,,,ES-c974e4610c0e4abbd4147e2b70c26cfe
ES38,2041,2041,,,,ES-10f09cc87ac653fb6c985df0f17c5452
JO28,2175,2175,,,,ES-b606fc28f250bc3401ead9677ef7ebbe
PV3,2318,2318,,,,ES-9b09274e79df292c0df651827208d3f0
Tiro llagu,2300,2300,,,,ES-df41ab6cf7338b2a842a88d3e5448ef8
V1,2290,2290,,,,ES-5dde7a7d91749d8f8b0f4c160f2f14de
ES17,2027,2027,,,,ES-bced7faeb128d66941bfcf84ace7baa2
N26,2044,2044,,,,ES-c39fd4ec682ae9f621a1e22c49dcadad
ST01,2192,2192,,,,ES-3ee04b8e011441b670dba4ed82cfc2f4
TA19,2080,2080,,110,,ES-5a024b8680b90beda66ba6d95cef51be
2N,2042,2042,,,,ES-aa887b1e84122d97b0f0f329e463e415
JO58,2209,2209,,,,ES-b0139e631b7efe6c5d2a05ea51391e40
N8,2068,2068,,,,ES-2bf02e3a5fd87c62cca9a4d45d480358
TA51,2109,2109,,,,ES-fb1ea2ef5b31aa970d9d434c08963144
TA53,2092,2092,,,,ES-948b62296dea4059a456ff786ed4ee05
V17,2242,2242,,,,ES-8eb6bba41ce4a127a8e9a215bc052950
